0,0,0,0
69798,55577,39993,90595
62625,58819,42140,92038
56869,60101,43268,96187
52021,64150,46307,93997
47101,65091,47328,96066
41889,66066,47304,101055
38874,70139,51119,96305
34867,70567,50544,101300
31370,71560,50917,103090
28155,72981,52203,104063
25543,73580,53025,104177
23702,76402,55544,100771
21032,75528,53816,107494
19012,77172,55918,104798
17102,77641,55572,106519
15698,78499,57295,105702
14085,77994,57065,107470
12495,76018,54483,114069
11499,76792,55219,113617
10364,78805,56849,111056
9529,78670,57828,111038
8758,79848,58351,109749
7876,78802,57529,112835
7178,79599,58041,112785
6549,78189,57364,115521
5867,77959,56847,117058
5220,76979,56537,118418
4893,77911,57128,117779
4321,77600,57463,118479
4050,78706,58131,116571
3575,77338,57080,119753
3217,76258,55940,122316
3162,78095,57586,118330
2846,78564,59004,116327
2646,77636,57688,119857
2444,76979,57249,121030
2236,75644,56362,122605
2061,75272,55111,125313
2076,78339,58870,118276
1787,76371,57176,122398
1638,75091,55594,125084
1533,74228,55044,126522
1445,75459,56932,123210
1340,75716,57870,121829
1293,75295,56852,123871
1253,74439,56117,125431
1165,74227,57252,123601
1139,75142,56794,123621
999,71952,53884,129861
1030,71646,53406,130652
1016,71649,53216,131386
934,72338,54701,128649
910,72507,54643,128890
914,72074,54145,129890
784,68953,50990,135871
757,70468,52141,133837
810,70463,53000,132535
767,70867,53982,131608
712,69429,51764,134861
644,68889,51377,136872
702,70053,52363,133136
703,68146,49923,137782
666,66426,48708,140551
616,66554,49434,140531
678,68771,51469,135861
583,66496,49226,141082
527,66642,48877,140652
608,67145,50027,139054
591,67224,49812,139298
658,65187,48942,141300
587,64420,48002,143484
627,65082,48314,142826
566,64958,48336,143268
513,63381,47107,145855
440,64054,47895,145619
532,63002,46580,147249
598,63386,47235,145521
557,63410,47145,146685
583,63641,47612,146036
454,61744,45027,150234
493,62414,46711,148266
533,62067,45850,149112
579,61490,45992,149210
560,62232,46996,147580
554,61459,45474,150294
570,60453,44412,152448
614,60687,45291,150444
589,59184,43902,153921
595,62594,48136,145706
551,59017,44097,153615
579,61253,46302,149083
514,58224,43512,155371
537,58992,44507,153204
588,58795,44015,153790
557,57080,42485,157063
551,58413,44306,154278
489,56577,42905,157446
518,55524,41745,159028
602,56228,42304,158006
521,55093,41198,160384
