0,0,0,0
110083,88746,64683,190602
98066,91194,66594,198692
88556,95706,69817,203048
81740,100818,75099,198678
73573,103279,75896,202879
65535,106049,77975,206426
59857,109373,80315,207853
54289,113353,83449,208053
48334,112180,80990,216439
44113,116330,85182,213020
39719,116801,86558,212318
36316,120117,88588,211295
31860,118163,86057,221125
28930,119273,88213,219761
27183,124405,92422,212952
23829,122451,90117,220109
21757,123226,92316,217982
19348,122334,90419,223474
17466,125202,93281,220150
16112,125392,92663,221370
14259,124435,92405,223559
13295,127609,95454,218538
12150,126711,94599,221856
11285,128904,96192,218567
9855,127207,94950,224238
8677,125226,92304,229902
8205,129135,95838,223660
7336,129014,95313,224269
6379,128562,94031,228108
5940,128093,95190,225468
5288,130015,96262,225707
4597,127132,94082,230576
4508,129782,97074,223630
4074,131365,98012,222463
3702,129779,96196,226090
3374,129305,95890,228117
3233,129804,96801,225420
2810,125978,93277,235167
2821,131539,99416,221932
2607,129557,96578,227688
2302,127719,95119,230104
2295,129532,97050,226954
2277,130418,97506,225181
2184,129475,96699,226853
1918,129168,96441,229476
1874,128387,96066,229670
1772,129323,96269,227904
1715,128678,96081,229656
1697,127487,95320,230870
1480,126167,93519,235456
1496,128839,96122,228959
1449,128170,95442,231743
1544,129480,96775,227837
1480,130102,97395,226458
1280,124194,91573,238549
1188,126637,93917,234687
1213,125330,93126,235832
1321,126156,93588,234589
1139,128050,94502,232712
1046,125797,92342,238128
1147,125475,92542,236565
1169,126564,93115,234337
1168,123409,90112,240100
1084,123576,90426,240850
1109,125484,92678,236067
1121,122460,90307,241422
993,122192,90187,241948
1091,123412,90315,240671
976,124610,92385,237357
1031,122493,90999,241117
1089,125065,92403,237136
1046,120665,88630,245735
969,120803,89335,244620
965,123021,90980,241848
901,120699,88273,247102
876,120419,88793,247101
949,118937,87573,247561
964,121364,89476,244380
984,120805,88742,245630
877,117574,86715,250587
804,116961,85899,251984
951,118179,86225,251390
959,120041,88448,246542
959,117458,85528,251503
919,117452,86077,252642
897,114852,83444,257311
924,117061,86142,250733
872,116918,86464,251689
931,119549,88764,244773
878,117564,86732,250849
1058,116007,85376,251385
822,113574,82226,261000
855,113039,82036,258623
907,116249,86138,252409
946,113170,83030,257623
962,114853,84249,256808
855,112006,82438,261530
831,110283,80898,264155
1017,111059,81952,260957
859,111095,81680,262822
